City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Lazaro Cardenas,MX,2021-05-25 19:55:48,17.9583,-102.2,87.3,47,100,11.34
286,Katsuura,JP,2021-05-25 19:55:49,35.1333,140.3,66.31,70,99,3.06
287,Narsaq,GL,2021-05-25 19:55:49,60.9167,-46.05,37.51,63,63,3.94
288,Port Hardy,CA,2021-05-25 19:55:49,50.6996,-127.4199,55.4,76,90,9.22
289,Dicabisagan,PH,2021-05-25 19:55:49,17.0818,122.4157,79.88,78,7,3.0
290,Caravelas,BR,2021-05-25 19:55:49,-17.7125,-39.2481,76.26,82,40,7.65
291,Hay River,CA,2021-05-25 19:55:50,60.8156,-115.7999,31.96,59,40,8.05
292,Beira,MZ,2021-05-25 19:55:50,-19.8436,34.8389,66.29,88,20,4.94
293,Santa Cruz,BO,2021-05-25 19:55:50,-17.8,-63.1667,80.06,44,20,13.8
294,Castro,BR,2021-05-25 19:55:50,-24.7911,-50.0119,58.91,62,43,3.02
295,Mehamn,NO,2021-05-25 19:55:51,71.0357,27.8492,37.31,68,53,7.7
296,Krasnyye Chetai,RU,2021-05-25 19:55:51,55.6887,46.1386,50.16,78,5,5.64
297,Clyde River,CA,2021-05-25 19:55:51,70.4692,-68.5914,26.83,93,100,33.38
298,Behshahr,IR,2021-05-25 19:55:51,36.6923,53.5526,71.31,79,100,6.76
299,Georgetown,MY,2021-05-25 19:55:52,5.4112,100.3354,83.89,82,20,1.01
300,Frunze,UA,2021-05-25 19:55:52,48.6686,38.7544,62.11,73,53,2.77
301,Hamilton,US,2021-05-25 19:55:52,39.1834,-84.5333,89.76,45,100,1.99
302,Kisanga,TZ,2021-05-25 19:55:52,-7.4362,37.7034,68.02,71,43,1.81
303,Riachao,BR,2021-05-25 19:55:53,-7.3619,-46.6172,85.24,45,8,3.58
304,Bethel,US,2021-05-25 19:54:01,41.3712,-73.414,79.72,59,60,1.01
305,Arlit,NE,2021-05-25 19:55:53,18.7369,7.3853,93.87,6,0,11.99
306,Kloulklubed,PW,2021-05-25 19:55:53,7.0419,134.2556,81.93,74,43,3.42
307,Ahuimanu,US,2021-05-25 19:55:53,21.4447,-157.8378,84.78,74,75,8.05
308,Grand Gaube,MU,2021-05-25 19:55:54,-20.0064,57.6608,75.6,82,11,1.01
309,Asyut,EG,2021-05-25 19:55:54,27.181,31.1837,82.58,20,0,9.1
310,Fushun,CN,2021-05-25 19:55:54,41.8558,123.9233,56.91,69,100,9.89
311,Hargeysa,SO,2021-05-25 19:55:54,9.56,44.065,72.52,58,10,17.54
312,Panjab,AF,2021-05-25 19:55:54,34.388,67.0233,50.83,30,0,4.54
313,Susanville,US,2021-05-25 19:51:54,40.4163,-120.653,68.09,30,40,11.99
314,Selenice,AL,2021-05-25 19:55:55,40.5306,19.6358,66.24,62,0,3.74
315,Mutis,CO,2021-05-25 19:55:55,6.2262,-77.4044,82.72,80,78,7.76
316,Rio Gallegos,AR,2021-05-25 19:55:55,-51.6226,-69.2181,41.05,60,40,20.71
317,Mokolo,CM,2021-05-25 19:55:55,10.7398,13.8019,89.44,13,87,2.44
318,Omagari,JP,2021-05-25 19:55:56,39.45,140.4833,51.55,94,99,5.66
319,Fairbanks,US,2021-05-25 19:55:56,64.8378,-147.7164,67.48,38,1,9.22
320,Guerrero Negro,MX,2021-05-25 19:55:56,27.9769,-114.0611,75.63,43,14,12.39
321,Beitbridge,ZW,2021-05-25 19:55:56,-22.2167,30.0,62.38,46,11,6.44
322,Svetlaya,RU,2021-05-25 19:55:57,46.5389,138.3297,44.01,87,76,5.77
323,Yantal,RU,2021-05-25 19:55:57,56.8471,105.2542,39.36,96,100,2.64
324,Broken Hill,AU,2021-05-25 19:55:57,-31.95,141.4333,46.11,76,0,13.8
325,Avera,US,2021-05-25 19:55:57,33.194,-82.5271,95.72,34,72,5.68
326,Bathsheba,BB,2021-05-25 19:55:58,13.2167,-59.5167,86.61,51,40,13.8
327,Muhororo,UG,2021-05-25 19:55:58,0.9381,30.7594,63.54,92,26,3.69
328,Yulara,AU,2021-05-25 19:55:58,-25.2406,130.9889,42.64,61,24,4.61
329,Ena,JP,2021-05-25 19:55:58,35.4498,137.4128,58.08,79,100,4.21
330,Koutiala,ML,2021-05-25 19:55:59,12.3917,-5.4642,95.45,30,100,2.53
331,Birao,CF,2021-05-25 19:55:59,10.2849,22.7882,91.49,27,94,2.64
332,Araouane,ML,2021-05-25 19:55:59,18.9048,-3.5265,101.97,14,100,9.4
333,Altay,CN,2021-05-25 19:55:59,47.8667,88.1167,61.93,23,3,7.38
334,Riyadh,SA,2021-05-25 19:56:00,24.6877,46.7219,102.25,7,0,10.36
335,Jining,CN,2021-05-25 19:56:00,35.405,116.5814,73.99,1,100,3.0
336,Sao Joao Da Barra,BR,2021-05-25 19:56:00,-21.6403,-41.0511,75.29,66,65,12.5
337,Mnogovershinnyy,RU,2021-05-25 19:56:00,53.9353,139.9242,30.6,94,100,3.47
338,Myitkyina,MM,2021-05-25 19:56:00,25.3833,97.4,74.7,98,96,0.83
339,Puerto Escondido,MX,2021-05-25 19:56:01,15.85,-97.0667,89.64,59,100,9.89
340,Stornoway,GB,2021-05-25 19:56:01,58.2093,-6.3865,49.96,76,5,12.66
341,Cafelandia,BR,2021-05-25 19:56:01,-21.8025,-49.61,74.84,23,98,4.56
342,Sierra Vista,US,2021-05-25 19:56:01,31.5545,-110.3037,88.7,8,20,6.91
343,San Quintin,MX,2021-05-25 19:56:02,30.4833,-115.95,69.35,60,40,10.71
344,Hailar,CN,2021-05-25 19:56:02,49.2,119.7,37.38,82,85,6.38
345,Laguna,US,2021-05-25 19:56:02,38.421,-121.4238,83.44,35,0,4.0
346,Ushtobe,KZ,2021-05-25 19:56:03,45.2514,77.9838,69.26,35,0,14.7
347,Mao,ES,2021-05-25 19:56:03,39.8885,4.2658,59.56,67,0,8.05
348,Talnakh,RU,2021-05-25 19:56:03,69.4865,88.3972,20.62,96,48,11.59
349,Jingdezhen,CN,2021-05-25 19:56:03,29.2947,117.2079,68.61,97,83,2.55
350,Shenjiamen,CN,2021-05-25 19:56:03,29.9576,122.298,67.98,83,100,13.69
351,Ambunti,PG,2021-05-25 19:56:04,-4.2365,142.8448,73.02,99,96,0.2
352,Ponnani,IN,2021-05-25 19:56:04,10.767,75.9252,78.12,82,100,7.87
353,Southbridge,US,2021-05-25 19:56:04,42.0751,-72.0334,80.82,57,56,4.0
354,Evensk,RU,2021-05-25 19:56:04,61.95,159.2333,37.29,96,100,21.9
355,Tautira,PF,2021-05-25 19:56:05,-17.7333,-149.15,86.02,75,49,7.52
356,Pipar,IN,2021-05-25 19:56:05,26.3856,73.5378,90.75,30,38,12.24
357,Gourdon,FR,2021-05-25 19:56:05,44.75,1.5,52.32,85,32,2.3
358,Koygorodok,RU,2021-05-25 19:56:05,60.445,50.9968,47.01,84,58,5.21
359,Mizdah,LY,2021-05-25 19:52:02,31.4451,12.9801,72.03,52,0,8.5
360,Manggar,ID,2021-05-25 19:56:06,-2.8833,108.2667,82.78,75,41,8.32
361,Chitral,PK,2021-05-25 19:56:06,35.8462,71.7858,64.81,41,0,5.37
362,Pathein,MM,2021-05-25 19:56:06,16.7833,94.7333,77.52,94,100,3.65
363,Slavuta,UA,2021-05-25 19:56:06,50.3016,26.8651,58.69,86,62,11.92
364,Kieta,PG,2021-05-25 19:56:07,-6.2167,155.6333,78.75,88,99,9.62
365,Novikovo,RU,2021-05-25 19:56:07,51.1537,37.8879,58.35,74,99,5.19
366,Sayaxche,GT,2021-05-25 19:56:07,16.5167,-90.1667,83.14,79,76,1.28
367,Kuchl,AT,2021-05-25 19:56:07,47.6265,13.1448,47.8,96,78,4.83
368,Jiaohe,CN,2021-05-25 19:56:08,43.7286,127.3447,41.95,75,91,3.33
369,Isangel,VU,2021-05-25 19:56:08,-19.55,169.2667,71.49,60,88,12.03
370,Husavik,IS,2021-05-25 19:56:08,66.0449,-17.3389,55.31,68,16,11.01
371,Sibolga,ID,2021-05-25 19:56:08,1.7427,98.7792,77.05,90,81,3.31
372,Ilulissat,GL,2021-05-25 19:56:09,69.2167,-51.1,33.57,79,15,5.5
373,Camocim,BR,2021-05-25 19:56:09,-2.9022,-40.8411,82.42,76,32,11.52
374,Ankang,CN,2021-05-25 19:56:02,32.68,109.0172,61.0,95,100,1.9
375,Goure,NE,2021-05-25 19:56:09,13.9835,10.2704,88.05,8,0,7.18
376,Slavyanka,RU,2021-05-25 19:56:09,42.8633,131.3847,48.13,69,29,5.86
377,Leonidovo,RU,2021-05-25 19:56:10,49.2833,142.8667,33.94,100,100,5.91
378,Pangai,TO,2021-05-25 19:56:10,-19.8,-174.35,68.11,94,90,14.97
379,Richards Bay,ZA,2021-05-25 19:52:18,-28.783,32.0377,66.34,67,86,11.39
380,Begun,IN,2021-05-25 19:56:10,24.9833,75.0,88.83,28,67,5.12
381,Awjilah,LY,2021-05-25 19:56:10,29.1081,21.2869,86.04,11,0,6.89
382,Sainte-Suzanne,RE,2021-05-25 19:56:11,-20.9061,55.6089,71.78,78,0,11.18
383,Hirara,JP,2021-05-25 19:56:11,24.8,125.2833,81.27,82,77,10.45
384,Henties Bay,NA,2021-05-25 19:56:11,-22.116,14.2845,65.5,73,0,10.94
385,Lagos,NG,2021-05-25 19:52:04,6.5833,3.75,84.52,82,100,4.79
386,Oyem,GA,2021-05-25 19:56:11,1.5995,11.5793,70.72,93,95,2.62
387,Oistins,BB,2021-05-25 19:52:52,13.0667,-59.5333,86.09,51,40,20.71
388,Alice Springs,AU,2021-05-25 19:51:48,-23.7,133.8833,49.55,53,59,9.33
389,Palmer,US,2021-05-25 19:56:12,42.1584,-72.3287,81.63,53,56,5.01
390,Ketchikan,US,2021-05-25 19:56:12,55.3422,-131.6461,47.12,85,100,9.26
391,Benghazi,LY,2021-05-25 19:52:16,32.1167,20.0667,74.64,52,0,13.0
392,Killybegs,IE,2021-05-25 19:56:12,54.6333,-8.45,49.71,78,14,12.24
393,Kota Belud,MY,2021-05-25 19:56:13,6.351,116.4305,78.66,87,65,4.27
394,Turukhansk,RU,2021-05-25 19:56:13,65.8167,87.9833,26.15,84,84,16.24
395,Lasa,IT,2021-05-25 19:56:13,46.6166,10.7002,43.54,74,4,2.06
396,Jinchang,CN,2021-05-25 19:56:13,38.4953,102.1739,61.11,16,53,13.85
397,Bolu,TR,2021-05-25 19:56:13,40.6667,31.5833,55.94,74,0,3.0
398,Arman,RU,2021-05-25 19:56:14,59.7,150.1667,47.05,58,0,4.61
399,Agadez,NE,2021-05-25 19:56:14,19.75,10.25,89.1,6,0,11.43
400,Wajir,KE,2021-05-25 19:51:18,1.7471,40.0573,79.47,55,87,18.95
401,Ulladulla,AU,2021-05-25 19:56:14,-35.35,150.4667,59.9,60,9,9.31
402,Mount Gambier,AU,2021-05-25 19:53:18,-37.8333,140.7667,51.71,66,40,13.8
403,Lagoa,PT,2021-05-25 19:56:14,39.05,-27.9833,62.83,89,100,24.11
404,Sitka,US,2021-05-25 19:56:15,57.0531,-135.33,50.11,76,100,1.9
405,Guajara,BR,2021-05-25 19:56:15,-2.9667,-57.6667,85.24,71,98,2.37
406,Ixtapa,MX,2021-05-25 19:56:15,20.7,-105.2,96.62,25,2,9.08
407,Belaya Gora,RU,2021-05-25 19:56:15,68.5333,146.4167,47.01,55,15,12.64
408,Riachao Do Dantas,BR,2021-05-25 19:56:16,-11.0689,-37.725,75.87,68,45,7.92
409,Nueva Gorgona,PA,2021-05-25 19:56:16,8.55,-79.8667,84.22,99,100,9.19
410,Ghanzi,BW,2021-05-25 19:56:16,-21.5667,21.7833,56.34,43,59,4.25
411,Tilichiki,RU,2021-05-25 19:56:17,60.4667,166.1,33.62,97,100,7.34
412,Pochutla,MX,2021-05-25 19:56:17,15.7432,-96.4661,90.82,48,97,10.85
413,Chikmagalur,IN,2021-05-25 19:56:17,13.3167,75.7833,67.55,95,100,6.89
414,Dali,CN,2021-05-25 19:56:17,25.7,100.1833,60.51,89,91,5.19
415,Shumskiy,RU,2021-05-25 19:56:18,54.8318,99.1328,44.98,94,100,3.27
416,Ylojarvi,FI,2021-05-25 19:56:18,61.5563,23.5961,54.79,61,40,7.07
417,Waingapu,ID,2021-05-25 19:56:18,-9.6567,120.2641,75.96,88,25,5.08
418,Babu,CN,2021-05-25 19:56:18,24.4167,111.5167,75.2,96,57,2.51
419,Chicama,PE,2021-05-25 19:56:19,-7.8447,-79.1469,68.54,65,16,8.63
420,Trairi,BR,2021-05-25 19:53:12,-3.2778,-39.2689,79.56,74,96,10.29
421,Vytegra,RU,2021-05-25 19:56:19,61.0064,36.4481,40.77,84,99,2.42
422,Ipixuna,BR,2021-05-25 19:56:19,-1.7625,-48.8043,89.55,68,80,4.97
423,Krasnyy Chikoy,RU,2021-05-25 19:56:20,50.3643,108.7512,41.85,94,100,5.95
424,Mumford,GH,2021-05-25 19:56:20,5.2618,-0.759,81.1,84,100,10.16
425,Catemaco,MX,2021-05-25 19:56:20,18.4167,-95.1167,89.1,47,36,7.96
426,Hambantota,LK,2021-05-25 19:56:20,6.1241,81.1185,80.67,73,97,21.79
427,Concepcion Del Uruguay,AR,2021-05-25 19:56:21,-32.4825,-58.2372,67.98,47,0,3.0
428,Longyan,CN,2021-05-25 19:56:21,25.1072,117.0225,73.24,99,98,2.95
429,Guiratinga,BR,2021-05-25 19:56:21,-16.3494,-53.7583,83.25,60,53,1.88
430,Puerto Madryn,AR,2021-05-25 19:52:29,-42.7692,-65.0385,51.91,37,17,7.18
431,Mount Isa,AU,2021-05-25 19:56:21,-20.7333,139.5,65.97,59,99,8.05
432,Prince Rupert,CA,2021-05-25 19:56:22,54.3161,-130.3201,47.89,87,90,4.61
433,Idil,TR,2021-05-25 19:56:22,37.3411,41.8895,66.94,47,80,1.19
434,Komsomolskiy,UZ,2021-05-25 19:56:22,40.4272,71.7189,72.32,43,40,6.91
435,Olafsvik,IS,2021-05-25 19:56:22,64.8945,-23.7142,46.44,76,97,14.16
436,Pervomayskoye,RU,2021-05-25 19:56:23,43.919,46.7102,61.7,87,100,14.79
437,Aguimes,ES,2021-05-25 19:56:23,27.9054,-15.4461,67.66,68,20,29.93
438,Saint-Pierre,RE,2021-05-25 19:56:23,-21.3393,55.4781,71.24,74,0,4.61
439,Maumere,ID,2021-05-25 19:56:23,-8.6199,122.2111,77.9,76,17,2.93
440,Lubao,PH,2021-05-25 19:56:24,14.9167,120.55,83.91,79,7,1.77
441,Mae Hong Son,TH,2021-05-25 19:56:24,19.3003,97.9685,73.63,95,97,1.21
442,Aksarka,RU,2021-05-25 19:56:24,66.5606,67.7975,35.44,87,100,10.2
443,Chulman,RU,2021-05-25 19:56:24,56.8479,124.9104,35.47,99,100,2.04
444,Keti Bandar,PK,2021-05-25 19:56:25,24.1447,67.4497,83.84,79,45,20.24
445,Serebryansk,KZ,2021-05-25 19:56:25,49.6925,83.2892,54.95,71,7,2.46
446,Sabang,ID,2021-05-25 19:56:25,5.8933,95.3214,83.73,74,100,13.13
447,Wairoa,NZ,2021-05-25 19:56:25,-39.0333,177.3667,48.6,95,41,1.99
448,Batagay-Alyta,RU,2021-05-25 19:56:25,67.8006,130.4114,43.41,65,100,3.51
449,Hovd,MN,2021-05-25 19:56:26,48.0056,91.6419,57.42,34,8,2.55
450,Saint-Francois,FR,2021-05-25 19:56:26,46.4154,3.9054,51.67,87,0,3.44
451,Abapo,BO,2021-05-25 19:56:26,-18.8333,-63.4667,78.21,41,99,2.91
452,Hienghene,NC,2021-05-25 19:56:26,-20.6833,164.9333,66.92,74,58,3.33
453,Vezirkopru,TR,2021-05-25 19:56:27,41.1436,35.4547,59.49,93,8,1.5
454,Nalut,LY,2021-05-25 19:56:27,30.3333,10.85,80.4,37,61,19.33
455,Severo-Kurilsk,RU,2021-05-25 19:56:27,50.6789,156.125,38.14,93,100,12.84
456,Kormilovka,RU,2021-05-25 19:56:27,55.0026,74.1028,73.22,44,1,5.61
457,San Isidro,PE,2021-05-25 19:56:28,-12.1167,-77.05,69.39,93,40,5.01
458,Vung Tau,VN,2021-05-25 19:55:53,10.346,107.0843,78.48,84,100,5.08
459,Vesele,UA,2021-05-25 19:56:28,47.0148,34.915,63.41,76,86,4.36
460,Monchegorsk,RU,2021-05-25 19:56:28,67.9397,32.8739,40.03,81,55,2.42
461,Huangchuan,CN,2021-05-25 19:56:28,32.1272,115.0394,64.69,93,100,1.5
462,Kibala,TD,2021-05-25 19:56:29,9.1104,18.3463,89.4,34,38,2.68
463,Ashoknagar,IN,2021-05-25 19:56:29,24.5667,77.7167,86.97,16,100,4.92
464,Severo-Yeniseyskiy,RU,2021-05-25 19:56:29,60.3725,93.0408,26.56,81,25,3.83
465,Ishikari,JP,2021-05-25 19:56:30,43.2397,141.3539,47.26,79,100,4.23
466,San Cristobal,VE,2021-05-25 19:56:30,7.7669,-72.225,73.58,99,100,4.65
467,Porto Novo,BJ,2021-05-25 19:56:30,6.4965,2.6036,84.02,81,82,7.85
468,Najran,SA,2021-05-25 19:56:31,17.4924,44.1277,84.85,15,0,2.42
469,Kangaatsiaq,GL,2021-05-25 19:56:31,68.3065,-53.4641,30.81,71,61,18.59
470,Omsukchan,RU,2021-05-25 19:56:31,62.5333,155.8,33.12,96,100,8.86
471,Miranda,CO,2021-05-25 19:56:32,3.2499,-76.2281,84.33,71,75,0.89
472,Fort Nelson,CA,2021-05-25 19:56:32,58.8053,-122.7002,42.39,56,90,2.3
473,Balkhash,KZ,2021-05-25 19:56:32,46.844,74.9804,73.29,37,0,13.09
474,Shambu,ET,2021-05-25 19:53:08,9.5667,37.1,56.7,69,91,0.47
475,Nayagarh,IN,2021-05-25 19:56:32,20.1333,85.1,73.65,85,100,8.99
476,Aklavik,CA,2021-05-25 19:56:33,68.2191,-135.0107,38.12,75,90,9.22
477,Klyuchevskiy,RU,2021-05-25 19:56:33,53.5317,119.4519,35.73,98,100,3.2
478,Kungurtug,RU,2021-05-25 19:56:33,50.5994,97.5228,42.08,89,100,3.56
479,Marion,US,2021-05-25 19:56:33,39.7684,-86.1555,86.5,51,94,13.31
480,Yangjiang,CN,2021-05-25 19:56:34,21.85,111.9667,78.1,91,44,3.91
481,Along,IN,2021-05-25 19:56:34,28.1667,94.7667,71.19,96,94,1.66
482,Moate,IE,2021-05-25 19:56:34,53.55,-7.7167,48.13,78,10,10.09
483,Kaduqli,SD,2021-05-25 19:56:34,11.0167,29.7167,92.55,32,94,3.74
484,Maningrida,AU,2021-05-25 19:56:35,-12.0667,134.2667,69.3,91,10,8.9
485,Altamont,US,2021-05-25 19:53:03,42.2068,-121.7372,58.77,49,78,5.01
486,Eirunepe,BR,2021-05-25 19:56:35,-6.6603,-69.8736,88.18,51,64,2.68
487,Port Augusta,AU,2021-05-25 19:56:35,-32.5,137.7667,48.7,83,15,6.73
488,Ewa Beach,US,2021-05-25 19:56:35,21.3156,-158.0072,84.02,67,75,2.59
489,Machali,CL,2021-05-25 19:56:36,-34.1833,-70.6667,65.48,32,0,3.62
490,Arawa,PG,2021-05-25 19:56:36,-6.2132,155.5367,77.09,93,100,5.55
491,Bogorodskoye,RU,2021-05-25 19:56:36,56.55,37.8833,54.64,72,100,4.65
492,Jiayuguan,CN,2021-05-25 19:56:36,39.8167,98.3,59.36,19,97,5.19
493,Ritchie,ZA,2021-05-25 19:56:36,-29.038,24.6028,49.21,39,100,6.04
494,Pangnirtung,CA,2021-05-25 19:56:37,66.1451,-65.7125,30.2,74,90,10.36
495,Talbahat,IN,2021-05-25 19:56:37,25.05,78.4333,88.02,15,100,4.23
496,Malino,PH,2021-05-25 19:56:37,15.1257,120.6727,83.62,78,75,0.54
497,Keelung,TW,2021-05-25 19:56:37,25.1283,121.7419,79.86,90,67,4.85
498,Kamenka,RU,2021-05-25 19:56:38,51.3223,42.7678,61.12,59,98,7.25
499,Vila Franca Do Campo,PT,2021-05-25 19:56:38,37.7167,-25.4333,66.61,76,100,10.09
500,College,US,2021-05-25 19:56:38,64.8569,-147.8028,67.66,38,1,9.22
501,Abay,KZ,2021-05-25 19:56:38,49.6311,72.8539,55.78,36,4,4.85
502,Tucumcari,US,2021-05-25 19:56:39,35.1717,-103.725,84.94,8,0,7.11
503,Urdoma,RU,2021-05-25 19:56:39,61.7533,48.5442,44.24,89,100,7.07
504,Fort-Shevchenko,KZ,2021-05-25 19:56:39,44.5086,50.263,69.69,80,12,18.23
505,Korla,CN,2021-05-25 19:56:39,41.7597,86.1469,73.83,20,61,2.62
506,Boende,CD,2021-05-25 19:56:39,-0.2167,20.8667,78.94,68,100,1.95
507,Nouadhibou,MR,2021-05-25 19:56:40,20.931,-17.0347,69.78,73,25,18.41
508,Peniche,PT,2021-05-25 19:53:01,39.3558,-9.3811,65.75,81,100,19.19
509,Puerto Leguizamo,CO,2021-05-25 19:56:40,-0.1934,-74.7819,76.01,96,100,2.19
510,Urengoy,RU,2021-05-25 19:56:40,65.9667,78.3667,31.8,67,85,5.57
511,Palmas Bellas,PA,2021-05-25 19:56:40,9.2319,-80.0867,82.35,89,100,9.19
512,Goma,CD,2021-05-25 19:56:41,-1.6792,29.2228,65.37,89,93,1.36
513,Chiredzi,ZW,2021-05-25 19:56:41,-21.05,31.6667,60.37,49,0,1.83
514,Scarborough,GB,2021-05-25 19:56:41,54.2797,-0.4044,48.83,86,11,1.99
515,Sisimiut,GL,2021-05-25 19:56:41,66.9395,-53.6735,29.95,64,69,7.47
516,Taguatinga,BR,2021-05-25 19:56:42,-12.3857,-46.5711,90.95,27,27,3.76
517,Tigil,RU,2021-05-25 19:56:42,57.8,158.6667,35.51,88,100,5.86
518,Weligama,LK,2021-05-25 19:56:42,5.9667,80.4167,80.69,80,100,17.47
519,Cruzeiro Do Sul,BR,2021-05-25 19:56:42,-29.5128,-51.9853,67.08,69,3,3.94
520,Homer,US,2021-05-25 19:56:43,59.6425,-151.5483,67.08,46,0,3.6
521,Lodwar,KE,2021-05-25 19:56:43,3.1191,35.5973,87.03,41,56,11.79
522,Nome,US,2021-05-25 19:56:43,64.5011,-165.4064,64.11,38,66,8.03
523,Kaeo,NZ,2021-05-25 19:56:43,-35.1,173.7833,49.32,92,35,13.2
524,Erzin,TR,2021-05-25 19:56:43,36.9559,36.2,76.01,64,0,2.19
525,Lucea,JM,2021-05-25 19:56:44,18.451,-78.1736,85.86,76,28,13.47
526,Mackay,AU,2021-05-25 19:56:44,-21.15,149.2,60.78,94,1,4.61
527,Rezekne,LV,2021-05-25 19:56:44,56.5,27.3167,52.9,97,100,13.71
528,West Bay,KY,2021-05-25 19:56:45,19.3667,-81.4167,87.06,78,40,5.01
529,Arica,CL,2021-05-25 19:56:45,-18.475,-70.3042,72.95,72,0,6.69
530,Glendive,US,2021-05-25 19:56:45,47.1053,-104.7125,58.69,61,90,25.32
531,Mindelo,CV,2021-05-25 19:56:45,16.8901,-24.9804,74.75,64,20,18.59
532,Pavilosta,LV,2021-05-25 19:56:45,56.8879,21.1859,55.31,97,100,9.08
533,Talegaon Dabhade,IN,2021-05-25 19:56:46,18.7167,73.6833,75.58,82,100,9.95
534,Gondar,ET,2021-05-25 19:56:25,12.6,37.4667,69.91,26,79,2.95
535,Rocha,UY,2021-05-25 19:56:46,-34.4833,-54.3333,55.76,69,0,12.28
536,Merrill,US,2021-05-25 19:56:46,45.1805,-89.6835,79.81,76,75,17.27
537,Gimli,CA,2021-05-25 19:56:46,50.6336,-96.9907,59.22,78,99,13.58
538,Camacha,PT,2021-05-25 19:56:47,33.0833,-16.3333,63.36,63,40,16.11
539,Oranjemund,NA,2021-05-25 19:56:47,-28.55,16.4333,58.93,95,8,8.68
540,Gulu,UG,2021-05-25 19:56:47,2.7746,32.299,68.68,84,98,5.17
541,Sarlat-La-Caneda,FR,2021-05-25 19:56:47,44.889,1.2166,54.64,84,72,3.27
542,Lethem,GY,2021-05-25 19:56:48,3.3803,-59.7968,84.52,73,98,9.33
543,Jadu,LY,2021-05-25 19:56:48,31.953,12.0261,60.31,78,38,9.26
544,Bucak,TR,2021-05-25 19:56:48,37.4592,30.595,72.12,38,0,2.57
545,Kandrian,PG,2021-05-25 19:56:48,-6.2167,149.55,78.89,85,100,14.29
546,Daru,PG,2021-05-25 19:56:49,-9.0763,143.2092,76.78,80,61,15.95
547,Bundibugyo,UG,2021-05-25 19:56:49,0.7414,30.0417,68.72,80,14,2.66
548,Kindu,CD,2021-05-25 19:56:49,-2.95,25.95,71.98,73,50,1.79
549,Tailai,CN,2021-05-25 19:56:49,46.3833,123.4,47.73,32,6,7.63
550,Luwuk,ID,2021-05-25 19:56:50,-0.9516,122.7875,77.7,83,87,4.34
551,Hashtrud,IR,2021-05-25 19:56:50,37.4779,47.0508,52.57,86,52,3.09
552,Burnie,AU,2021-05-25 19:56:50,-41.0667,145.9167,51.39,85,94,12.66
553,Banda Aceh,ID,2021-05-25 19:56:50,5.5577,95.3222,80.62,80,91,7.76
554,Neuwied,DE,2021-05-25 19:56:51,50.4333,7.4667,51.67,86,96,7.31
555,Shirokiy,RU,2021-05-25 19:56:51,49.758,129.523,41.94,83,18,2.48
